,Action_ID,Video_ID,label,path,colab_path,length,sample_rate,is_original
15,a001,0378C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0378C/0378C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0378C/0378C.ogg,6.54,44100,True
16,a001,0379C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0379C/0379C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0379C/0379C.ogg,5.7699773242630386,44100,True
17,a001,0380C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0380C/0380C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0380C/0380C.ogg,5.67,44100,True
18,a001,0381C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0381C/0381C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0381C/0381C.ogg,5.7,44100,True
19,a001,0382C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0382C/0382C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0382C/0382C.ogg,5.8,44100,True
20,a001,0383C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0383C/0383C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0383C/0383C.ogg,5.57,44100,True
21,a001,0384C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0384C/0384C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0384C/0384C.ogg,5.599977324263039,44100,True
22,a001,0385C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0385C/0385C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0385C/0385C.ogg,5.9,44100,True
23,a001,0386C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0386C/0386C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0386C/0386C.ogg,5.599977324263039,44100,True
24,a001,0387C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0387C/0387C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0387C/0387C.ogg,5.7699773242630386,44100,True
25,a001,0388C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0388C/0388C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0388C/0388C.ogg,5.8,44100,True
26,a001,0389C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0389C/0389C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0389C/0389C.ogg,5.57,44100,True
27,a001,0390C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0390C/0390C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0390C/0390C.ogg,5.67,44100,True
28,a001,0391C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0391C/0391C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0391C/0391C.ogg,5.7,44100,True
29,a001,0392C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0392C/0392C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0392C/0392C.ogg,5.94,44100,True
30,a001,0393C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0393C/0393C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0393C/0393C.ogg,5.67,44100,True
31,a001,0394C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0394C/0394C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0394C/0394C.ogg,5.599977324263039,44100,True
32,a001,0395C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0395C/0395C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0395C/0395C.ogg,6.17,44100,True
33,a001,0396C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0396C/0396C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0396C/0396C.ogg,5.7699773242630386,44100,True
34,a001,0397C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0397C/0397C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0397C/0397C.ogg,5.67,44100,True
35,a001,0398C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0398C/0398C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0398C/0398C.ogg,5.84,44100,True
36,a001,0399C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0399C/0399C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0399C/0399C.ogg,5.64,44100,True
37,a001,0404C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0404C/0404C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0404C/0404C.ogg,5.8,44100,True
38,a001,0405C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0405C/0405C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0405C/0405C.ogg,5.57,44100,True
39,a001,0406C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0406C/0406C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0406C/0406C.ogg,5.7,44100,True
40,a001,0407C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0407C/0407C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0407C/0407C.ogg,5.67,44100,True
41,a001,0408C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0408C/0408C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0408C/0408C.ogg,5.67,44100,True
42,a001,0409C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0409C/0409C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0409C/0409C.ogg,5.7,44100,True
43,a001,0410C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0410C/0410C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0410C/0410C.ogg,5.84,44100,True
44,a001,0411C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0411C/0411C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0411C/0411C.ogg,5.57,44100,True
45,a001,0412C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0412C/0412C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0412C/0412C.ogg,5.64,44100,True
46,a001,0413C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0413C/0413C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0413C/0413C.ogg,5.74,44100,True
47,a001,0414C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0414C/0414C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0414C/0414C.ogg,5.94,44100,True
48,a001,0415C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0415C/0415C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0415C/0415C.ogg,5.599977324263039,44100,True
49,a001,0416C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0416C/0416C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0416C/0416C.ogg,5.599977324263039,44100,True
50,a001,0417C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0417C/0417C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0417C/0417C.ogg,5.5,44100,True
51,a001,0418C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0418C/0418C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0418C/0418C.ogg,5.599977324263039,44100,True
52,a001,0419C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0419C/0419C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0419C/0419C.ogg,5.64,44100,True
53,a001,0420C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0420C/0420C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0420C/0420C.ogg,5.67,44100,True
54,a001,0421C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0421C/0421C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0421C/0421C.ogg,5.64,44100,True
55,a001,0422C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0422C/0422C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0422C/0422C.ogg,5.64,44100,True
56,a001,0423C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0423C/0423C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0423C/0423C.ogg,5.67,44100,True
57,a001,0424C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0424C/0424C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0424C/0424C.ogg,5.7699773242630386,44100,True
58,a001,0425C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0425C/0425C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0425C/0425C.ogg,5.8,44100,True
59,a001,0426C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0426C/0426C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0426C/0426C.ogg,5.67,44100,True
60,a001,0427C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0427C/0427C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0427C/0427C.ogg,5.74,44100,True
61,a001,0428C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0428C/0428C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0428C/0428C.ogg,5.7699773242630386,44100,True
62,a001,0429C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0429C/0429C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0429C/0429C.ogg,5.84,44100,True
63,a001,0430C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0430C/0430C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0430C/0430C.ogg,5.67,44100,True
64,a001,0431C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0431C/0431C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0431C/0431C.ogg,6.04,44100,True
65,a001,0432C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0432C/0432C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0432C/0432C.ogg,5.97,44100,True
66,a001,0433C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0433C/0433C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0433C/0433C.ogg,6.04,44100,True
67,a001,0434C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0434C/0434C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0434C/0434C.ogg,6.0,44100,True
68,a001,0435C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0435C/0435C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0435C/0435C.ogg,5.74,44100,True
69,a001,0436C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0436C/0436C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0436C/0436C.ogg,5.67,44100,True
70,a001,0437C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0437C/0437C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0437C/0437C.ogg,6.04,44100,True
71,a001,0438C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0438C/0438C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0438C/0438C.ogg,6.04,44100,True
72,a001,0439C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0439C/0439C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0439C/0439C.ogg,5.87,44100,True
73,a001,0440C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0440C/0440C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0440C/0440C.ogg,5.9,44100,True
74,a001,0441C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0441C/0441C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0441C/0441C.ogg,5.599977324263039,44100,True
75,a001,0442C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0442C/0442C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0442C/0442C.ogg,5.97,44100,True
76,a001,0443C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0443C/0443C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0443C/0443C.ogg,5.9,44100,True
77,a001,0444C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0444C/0444C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0444C/0444C.ogg,5.599977324263039,44100,True
78,a001,0445C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0445C/0445C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0445C/0445C.ogg,5.599977324263039,44100,True
79,a001,0446C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0446C/0446C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0446C/0446C.ogg,6.0,44100,True
80,a001,0447C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0447C/0447C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0447C/0447C.ogg,5.67,44100,True
81,a001,0448C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0448C/0448C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0448C/0448C.ogg,5.7,44100,True
82,a001,0449C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0449C/0449C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0449C/0449C.ogg,5.599977324263039,44100,True
83,a001,0450C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0450C/0450C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0450C/0450C.ogg,5.64,44100,True
84,a001,0451C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0451C/0451C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0451C/0451C.ogg,5.87,44100,True
85,a001,0452C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0452C/0452C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0452C/0452C.ogg,5.7,44100,True
86,a001,0453C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0453C/0453C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0453C/0453C.ogg,5.64,44100,True
87,a001,0454C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0454C/0454C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0454C/0454C.ogg,7.14,44100,True
88,a001,0455C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0455C/0455C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0455C/0455C.ogg,5.599977324263039,44100,True
89,a001,0456C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0456C/0456C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0456C/0456C.ogg,5.599977324263039,44100,True
90,a001,0457C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0457C/0457C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0457C/0457C.ogg,5.84,44100,True
91,a001,0458C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0458C/0458C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0458C/0458C.ogg,5.599977324263039,44100,True
92,a001,0459C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0459C/0459C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0459C/0459C.ogg,5.57,44100,True
93,a001,0460C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0460C/0460C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0460C/0460C.ogg,5.5,44100,True
94,a001,0461C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0461C/0461C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0461C/0461C.ogg,5.67,44100,True
95,a001,0462C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0462C/0462C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0462C/0462C.ogg,5.54,44100,True
96,a001,0463C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0463C/0463C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0463C/0463C.ogg,6.74,44100,True
97,a001,0464C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0464C/0464C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0464C/0464C.ogg,5.64,44100,True
98,a001,0465C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0465C/0465C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0465C/0465C.ogg,5.7699773242630386,44100,True
99,a001,0466C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0466C/0466C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0466C/0466C.ogg,5.599977324263039,44100,True
100,a001,0467C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0467C/0467C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0467C/0467C.ogg,5.8,44100,True
101,a001,0468C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0468C/0468C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0468C/0468C.ogg,5.65,44100,True
102,a001,0469C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0469C/0469C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0469C/0469C.ogg,5.65,44100,True
103,a001,0470C,drinking,../dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0470C/0470C.ogg,/content/drive/My Drive/experiment_m/dataset/STAIR_ACTIONS_DATASET/extract/audios/ogg/a001/0470C/0470C.ogg,5.65,44100,True
