,Action_ID,Video_ID,label,place,person,action,is_original,wakati
24,a001,0652C,drinking,屋外,男性,ペットボトルの水を飲んでいる,True,ペットボトル の 水 を 飲んで いる
25,a001,0325Y,drinking,カラフルな壁の屋内,赤いカップを持った男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
26,a001,0711C,drinking,部屋,グレーのニットを着た女性,座って飲み物を飲んでいる,True,座って 飲み物 を 飲んで いる
27,a001,0653C,drinking,屋外,眼鏡の男性,水を飲んでいる,True,水 を 飲んで いる
28,a001,0664C,drinking,屋外,眼鏡の男性,炭酸水を飲んでいる,True,炭酸 水 を 飲んで いる
29,a001,0061Y,drinking,部屋,黒髪の男性,缶ジュースを飲んでいる,True,缶 ジュース を 飲んで いる
30,a001,0304Y,drinking,レストラン,ジャケットを着た男性,カウンターでスマートフォンを操作している,True,カウンター で スマートフォン を 操作 して いる
31,a001,0718C,drinking,フローリングの部屋,女性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
32,a001,0378C,drinking,公園,グレーのダッフルコートを着た男性,ベンチに座って缶コーヒーを飲んでいる,True,ベンチ に 座って 缶 コーヒー を 飲んで いる
33,a001,0823C,drinking,部屋,帽子をかぶった男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
34,a001,0028Y,drinking,部屋,眼鏡の男性,ジョッキでビールを飲んでいる,True,ジョッキ で ビール を 飲んで いる
35,a001,0936X,drinking,部屋,赤い洋服の男性,お酒を飲んでいる,True,お 酒 を 飲んで いる
36,a001,0121Y,drinking,部屋,黒いティーシャツの男性,コーラを一気飲みしてこぼした,True,コーラ を 一気 飲み して こぼした
37,a001,0732C,drinking,部屋,床に座っている女性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
38,a001,0902X,drinking,白いドアのある部屋,ひと,飲んでいる,True,飲んで いる
39,a001,0033Y,drinking,部屋,金髪の子供,青いカップで飲み物を飲んでいる,True,青い カップ で 飲み物 を 飲んで いる
40,a001,0450C,drinking,部屋,男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
41,a001,0539C,drinking,部屋,白いシャツの男性,立ちながらお酒を飲んでいる,True,立ち ながら お 酒 を 飲んで いる
42,a001,0417C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
43,a001,0800C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
44,a001,0283Y,drinking,屋内,赤い服を着た中年男性,赤ワインを飲んでいる,True,赤 ワイン を 飲んで いる
45,a001,0327Y,drinking,飲み物がたくさん並んだ部屋,青いポロシャツの男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
46,a001,0647C,drinking,屋外,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
47,a001,0863C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
48,a001,0868C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
49,a001,0244Y,drinking,屋内,緑のキャップの男性,水を飲んでいる,True,水 を 飲んで いる
50,a001,0873C,drinking,屋外,グレーのダッフルコートを着ている男性,缶コーヒーを飲んだ,True,缶 コーヒー を 飲んだ
51,a001,0306Y,drinking,黒い壁の屋内,スキンヘッドの男性,ビールを飲んでいる,True,ビール を 飲んで いる
52,a001,0361Y,drinking,屋内,眼鏡の男性,ビールを飲んだ,True,ビール を 飲んだ
53,a001,0143Y,drinking,黄色い壁の部屋,紺のティーシャツの若い女性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
54,a001,0592C,drinking,ウッドブラインドのある部屋,眼鏡をした紺のジャージの男性,椅子に座って水を飲んでいる,True,椅子 に 座って 水 を 飲んで いる
55,a001,0136Y,drinking,室内,眼鏡の男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
56,a001,0392C,drinking,屋外,男性,缶コーヒーを飲んで蓋を閉めた,True,缶 コーヒー を 飲んで 蓋 を 閉めた
57,a001,0920X,drinking,屋内,緑の洋服の男性,飲み物を飲んだ,True,飲み物 を 飲んだ
58,a001,0313Y,drinking,屋外,チェックのシャツのを着ている男性,食事をしている,True,食事 を して いる
59,a001,0081Y,drinking,屋内,マイク持って座っている男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
60,a001,0937X,drinking,黒いカーテンの部屋,赤いキャップに赤いパーカの男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
61,a001,0317Y,drinking,部屋,眼鏡の男性,缶からコップに飲み物を注いでいる,True,缶 から コップ に 飲み物 を 注いで いる
62,a001,0181Y,drinking,白いキッチン,赤いエプロンの女性,瓶から飲み物を飲んでいる,True,瓶 から 飲み物 を 飲んで いる
63,a001,0891X,drinking,白い壁の部屋,髪の長い女性,椅子に座ってビールを飲んでいる,True,椅子 に 座って ビール を 飲んで いる
64,a001,0167Y,drinking,屋内,2人の女性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
65,a001,0578C,drinking,障子の引き戸がある部屋,ネイビーの上着を着て眼鏡をかけた男性,正座をしてペットボトルの飲料を飲んだ,True,正座 を して ペットボトル の 飲料 を 飲んだ
66,a001,0671C,drinking,屋外,グレーのパーカを着た眼鏡をかけた男性,ペットボトル飲料を右手に持って飲んでいる,True,ペットボトル 飲料 を 右手 に 持って 飲んで いる
67,a001,0298Y,drinking,白い壁の部屋,紫のティーシャツのひと,赤い飲み物を飲んでいる,True,赤い 飲み物 を 飲んで いる
68,a001,0759C,drinking,白い壁の部屋,髪を後ろで1つに束ねた女性,馬の絵が描かれたマグカップで飲み物を飲んだ,True,馬 の 絵 が 描か れた マグカップ で 飲み物 を 飲んだ
69,a001,0568C,drinking,部屋,男性,コップで飲み物を飲んでいる,True,コップ で 飲み物 を 飲んで いる
70,a001,0642C,drinking,屋外,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
71,a001,0138Y,drinking,レストラン,青いティーシャツの男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
72,a001,0404C,drinking,屋外,コートを着た男性,缶コーヒを飲んでいる,True,缶 コーヒ を 飲んで いる
73,a001,0305Y,drinking,白い壁の部屋,赤い服を着た眼鏡をかけ髭を生やした男性,赤いテーブルクロスが敷かれたテーブルでワイングラスの赤ワインを飲んだ,True,赤い テーブル クロス が 敷か れた テーブル で ワイン グラス の 赤 ワイン を 飲んだ
74,a001,0934X,drinking,黒いカーテンのある部屋,赤い帽子をかぶった男性,カップに入った飲み物を飲んでいる,True,カップ に 入った 飲み物 を 飲んで いる
75,a001,0905X,drinking,白い壁の部屋,黄色の服の子供,椅子に座って飲み物を飲んでいる,True,椅子 に 座って 飲み物 を 飲んで いる
76,a001,0088Y,drinking,室内,眼鏡をかけた男性,ビールを飲んでいる,True,ビール を 飲んで いる
77,a001,0571C,drinking,こたつが置いてある室内,眼鏡をかけている男性,座ってコップの水を飲んでいる,True,座って コップ の 水 を 飲んで いる
78,a001,0746C,drinking,灰色のカーテンの部屋,髪を結んだ女性,座ってコップを口元に持っていっている,True,座って コップ を 口元 に 持って いって いる
79,a001,0703C,drinking,白い壁の部屋,水色の服を着た女性,座ってコップを口元に運んでいる,True,座って コップ を 口元 に 運んで いる
80,a001,0540C,drinking,白いテーブルのある部屋,白の長袖の男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
81,a001,0548C,drinking,家の中,セーターを着た男性,ペットボトルの飲み物を飲んでいる,True,ペットボトル の 飲み物 を 飲んで いる
82,a001,0160Y,drinking,河原,眼鏡をかけた人,ペットボトルの蓋を開けている,True,ペットボトル の 蓋 を 開けて いる
83,a001,0210Y,drinking,白い壁の部屋,オレンジ色のタンクトップを着た男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
84,a001,0386C,drinking,タイルが敷いてある屋外,ダッフルコートを着た男性,段差に座ってペットボトルを口元にあてている,True,段差 に 座って ペットボトル を 口元 に あてて いる
85,a001,0495C,drinking,襖のある部屋,シャツを着た男性,コップから飲み物を飲んでいる,True,コップ から 飲み物 を 飲んで いる
86,a001,0537C,drinking,大きな鏡のある部屋,白いシャツの男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
87,a001,0247Y,drinking,緑色の壁の部屋,帽子をかぶって眼鏡をかけた男性,隣にいる顔に黒い物をかぶった人を見ている,True,隣 に いる 顔 に 黒い 物 を かぶった 人 を 見て いる
88,a001,0219Y,drinking,屋外,帽子をかぶった女性,グリーンスムージーを飲みながら歩いている,True,グリーン スムージー を 飲み ながら 歩いて いる
89,a001,0095Y,drinking,部屋,男の子,コップから飲み物を飲んでいる,True,コップ から 飲み物 を 飲んで いる
90,a001,0511C,drinking,部屋,ソファに寝そべっている男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
91,a001,0322Y,drinking,屋外,白いティーシャツの男性,コーラゼロを飲んでいる,True,コーラ ゼロ を 飲んで いる
92,a001,0287Y,drinking,屋内,眼鏡をかけたスキンヘッドの男性,食事をしている,True,食事 を して いる
93,a001,0630C,drinking,白い壁の部屋,黒い服の短髪の男性,何かを飲んでいる,True,何 か を 飲んで いる
94,a001,0793C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
95,a001,0915X,drinking,バーのカウンター,緑の服を着た男性,小さいグラスの飲み物を飲んでいる,True,小さい グラス の 飲み物 を 飲んで いる
96,a001,0385C,drinking,公園,グレーのダッフルコートを着た男性,座って、缶に入った飲み物を飲んでいる,True,座って 、 缶 に 入った 飲み物 を 飲んで いる
97,a001,0817C,drinking,白い壁の部屋,1人の男性,ペットボトルの飲み物を飲んでいる,True,ペットボトル の 飲み物 を 飲んで いる
98,a001,0349Y,drinking,白い壁の部屋,目出し帽をかぶった人,ビールを飲んでいる,True,ビール を 飲んで いる
99,a001,0765C,drinking,白い壁の部屋,女性,マグカップで飲み物を飲んでいる,True,マグカップ で 飲み物 を 飲んで いる
100,a001,0595C,drinking,部屋,男性,コップで水を飲んでいる,True,コップ で 水 を 飲んで いる
101,a001,0628C,drinking,白い壁の部屋,黒いティーシャツを着た人,紙コップを口元に持って行っている,True,紙 コップ を 口元 に 持って 行って いる
102,a001,0676C,drinking,部屋,ロングヘアの女性,床に座りながらペットボトルから飲み物を飲んだ,True,床 に 座り ながら ペットボトル から 飲み物 を 飲んだ
103,a001,0584C,drinking,室内,眼鏡をかけた男性,コップを口元に持って行っている,True,コップ を 口元 に 持って 行って いる
104,a001,0158Y,drinking,室内,黒い服を着た女性,ボトルを持っている,True,ボトル を 持って いる
105,a001,0089Y,drinking,室内,スーツを着た男性,ペットボトルを持ちながら話している,True,ペットボトル を 持ち ながら 話して いる
106,a001,0772C,drinking,白い壁の部屋,髪を結んだ女性,座ってコップを口元に持っていっている,True,座って コップ を 口元 に 持って いって いる
107,a001,0041Y,drinking,窓のある部屋,白い服を着た女性,椅子に座ってコップに入った飲み物を飲んでいる,True,椅子 に 座って コップ に 入った 飲み物 を 飲んで いる
108,a001,0307Y,drinking,キッチン,3人の男性,ワイングラスに入った飲み物を飲んでいる,True,ワイン グラス に 入った 飲み物 を 飲んで いる
109,a001,0907X,drinking,白い壁の部屋,黄色の服を着た子ども,座ってコップで飲み物を飲んでいる,True,座って コップ で 飲み物 を 飲んで いる
110,a001,0922X,drinking,屋内,緑のパーカの男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
111,a001,0548C,drinking,部屋,グレーのニットの男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
112,a001,0464C,drinking,部屋,男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
113,a001,0041Y,drinking,部屋,3人の男女,椅子に座っている,True,椅子 に 座って いる
114,a001,0627C,drinking,白い壁がある部屋,黒いティーシャツを着た男性,紙コップで飲み物を飲んだ,True,紙 コップ で 飲み物 を 飲んだ
115,a001,0093Y,drinking,部屋,金髪の男性,コップから飲み物を飲んだ,True,コップ から 飲み物 を 飲んだ
116,a001,0391C,drinking,市松模様の床になっている公園,フード付きコートを着ている男性,手に持っている缶の飲み物を飲んでいた,True,手 に 持って いる 缶 の 飲み物 を 飲んで いた
117,a001,0329Y,drinking,部屋,眼鏡の女性,コップで飲み物を飲んだ,True,コップ で 飲み物 を 飲んだ
118,a001,0168Y,drinking,屋内,男の子,口に飲み物をあてながら寝ている,True,口 に 飲み物 を あて ながら 寝て いる
119,a001,0643C,drinking,樹木がある屋外,革製の上着を着た男性,ペットボトルの飲み物を飲んでいる,True,ペットボトル の 飲み物 を 飲んで いる
120,a001,0260Y,drinking,室内,眼鏡をかけた男性,ナプキンで口元を拭いている,True,ナプキン で 口元 を 拭いて いる
121,a001,0757C,drinking,白い壁の部屋,髪を結んだ人,コップを口元に持っていっている,True,コップ を 口元 に 持って いって いる
122,a001,0012Y,drinking,笹の影のある屋内,眼鏡の女性,何かを飲んでいる,True,何 か を 飲んで いる
123,a001,0116Y,drinking,白い壁の部屋,若い男の子4人,ソファに座ってふざけている,True,ソファ に 座って ふざけて いる
124,a001,0768C,drinking,白い壁の部屋,女性,床に座ってマグカップで飲み物を飲んでいる,True,床 に 座って マグカップ で 飲み物 を 飲んで いる
125,a001,0909X,drinking,黒い壁の前,黒いタンクトップを着た女性,コップで飲み物を飲んでいる,True,コップ で 飲み物 を 飲んで いる
126,a001,0471C,drinking,複数の椅子が置いてある室内,黒いダウンジャケットを着た男性,椅子に座ってビールを飲んでいる,True,椅子 に 座って ビール を 飲んで いる
127,a001,0468C,drinking,白い壁の室内,スーツを着た男性,椅子に座ってビールを飲んでいる,True,椅子 に 座って ビール を 飲んで いる
128,a001,0365C,drinking,白い壁の部屋,黒い服を着た男性,椅子に座ってペットボトルで飲み物を飲んでいる,True,椅子 に 座って ペットボトル で 飲み物 を 飲んで いる
129,a001,0279Y,drinking,白い壁のキッチン,黒いエプロンの男性,ワインを飲んでいる,True,ワイン を 飲んで いる
130,a001,0082Y,drinking,白い壁の部屋,上半身に毛布を巻いた女性,ソファに座ってコップを口元に持っていっている,True,ソファ に 座って コップ を 口元 に 持って いって いる
131,a001,0410C,drinking,公園,眼鏡のキャメルのコートの男性,ベンチに座ってコーヒーを飲んでいる,True,ベンチ に 座って コーヒー を 飲んで いる
132,a001,0590C,drinking,ブラインドのある部屋,眼鏡をかけたおじいさん,コップの水を飲んでいる,True,コップ の 水 を 飲んで いる
133,a001,0883Z,drinking,白い壁の部屋,グレーのニットを着た男性,猫を抱きながら赤ワインを飲んだ,True,猫 を 抱き ながら 赤 ワイン を 飲んだ
134,a001,0867C,drinking,室内,コートを着た男性,ペットボトルの水を飲んでいる,True,ペットボトル の 水 を 飲んで いる
135,a001,0055Y,drinking,広い屋外,赤黒チェックの服の男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
136,a001,0678C,drinking,部屋,女性,床に座ってペットボトルから飲み物を飲んだ,True,床 に 座って ペットボトル から 飲み物 を 飲んだ
137,a001,0820C,drinking,木の壁の室内,臙脂のパーカの男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
138,a001,0723C,drinking,部屋,女性,白い椅子に座ってマグカップから飲み物を飲んでいる,True,白い 椅子 に 座って マグカップ から 飲み物 を 飲んで いる
139,a001,0271Y,drinking,屋外,4人の男性,ベンチに座っている,True,ベンチ に 座って いる
140,a001,0579C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
141,a001,0605C,drinking,部屋,黒いティーシャツの男性,椅子に座って飲み物を飲んでいる,True,椅子 に 座って 飲み物 を 飲んで いる
142,a001,0537C,drinking,部屋,白いシャツを着た男性,コップを回して飲み物を飲んでいる,True,コップ を 回して 飲み物 を 飲んで いる
143,a001,0209Y,drinking,レストラン,スキンヘッドの男性,ビールを飲んだ,True,ビール を 飲んだ
144,a001,0857C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
145,a001,0163Y,drinking,部屋,黒のティーシャツの男性,コーラを飲んだ,True,コーラ を 飲んだ
146,a001,0624C,drinking,部屋,坊主頭の男性,缶から飲み物を飲んだ,True,缶 から 飲み物 を 飲んだ
147,a001,0829C,drinking,キッチン,眼鏡の男性,マグカップから飲み物を飲んでいる,True,マグカップ から 飲み物 を 飲んで いる
148,a001,0086Y,drinking,白い壁の室内,青いポロシャツの男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
149,a001,0132Y,drinking,ブラインドのある部屋,眼鏡の男性,マグカップから飲み物を飲んでいる,True,マグカップ から 飲み物 を 飲んで いる
150,a001,0308Y,drinking,レストラン,ピアスをしている短髪の男性,ビールを飲んだ,True,ビール を 飲んだ
151,a001,0655C,drinking,屋外,パーカを着た男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
152,a001,0168Y,drinking,屋内,小さな男の子,ベッドの上で、哺乳瓶をくわえて座りながらうたた寝をしている,True,ベッド の 上 で 、 哺乳 瓶 を くわえて 座り ながら うたた寝 を して いる
153,a001,0697C,drinking,部屋,パーカのフードをかぶった眼鏡の男性,ソファに座りながらマグカップで飲み物を飲んでいる,True,ソファ に 座り ながら マグカップ で 飲み物 を 飲んで いる
154,a001,0368C,drinking,部屋,男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
155,a001,0364C,drinking,公園,グレーのダッフルコートを着た男性,ブランコに座りながら缶コーヒーを飲んでいる,True,ブランコ に 座り ながら 缶 コーヒー を 飲んで いる
156,a001,0805C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
157,a001,0326Y,drinking,背景が黒い部屋,女性,ショットグラスをもって飲み物を飲んでいる,True,ショット グラス を もって 飲み物 を 飲んで いる
158,a001,0277Y,drinking,額が掛けてある白い壁の室内,髪を後ろで1つに縛った女性と髪を下ろしている女性,コップに入ったストロー付きの飲み物を交換して飲んでいる,True,コップ に 入った ストロー 付き の 飲み物 を 交換 して 飲んで いる
159,a001,0763C,drinking,白い壁のリビング,黒い服を着た女性,椅子に座って飲み物を飲んでいる,True,椅子 に 座って 飲み物 を 飲んで いる
160,a001,0641C,drinking,道路,黒い服を着た人,ペットボトルを口にあてている,True,ペットボトル を 口 に あてて いる
161,a001,0671C,drinking,屋外,グレーのパーカを着た男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
162,a001,0918X,drinking,薄暗いバー,緑のパーカの男性,お酒を飲んだ,True,お 酒 を 飲んだ
163,a001,0834C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
164,a001,0284Y,drinking,部屋,2人の女性,ストローで飲み物を飲んでいる,True,ストロー で 飲み物 を 飲んで いる
165,a001,0192Y,drinking,白い壁の部屋,黒いシャツを着た男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
166,a001,0324Y,drinking,屋内,黒いレザーの上着を着た男性,瓶に入った酒を一気飲みした,True,瓶 に 入った 酒 を 一気 飲み した
167,a001,0017Y,drinking,室内,白い服を着た女性,歯を見せている,True,歯 を 見せて いる
168,a001,0904X,drinking,部屋,子供,飲み物を飲んでいる,True,飲み物 を 飲んで いる
169,a001,0215Y,drinking,屋外,ニット帽をかぶった2人の男性,椅子に座って話している,True,椅子 に 座って 話して いる
170,a001,0179Y,drinking,屋内,眼鏡の男性,カップで飲み物を飲んでいる,True,カップ で 飲み物 を 飲んで いる
171,a001,0143Y,drinking,黄色い壁に絵が3枚はってある室内,青いティーシャツをきて黒髪の女の子,飲み物を飲んでむせている,True,飲み物 を 飲んで むせて いる
172,a001,0235Y,drinking,キッチン,女性,カップの中身をスプーンですくった,True,カップ の 中身 を スプーン で すくった
173,a001,0909X,drinking,黒い壁の前,金髪の女性,牛乳を飲んでいる,True,牛乳 を 飲んで いる
174,a001,0917X,drinking,バー,緑のパーカの男性,お酒を飲んでいる,True,お 酒 を 飲んで いる
175,a001,0323Y,drinking,ラウンジバー,髭を生やして紫のシャツを着た男性,口を開けている,True,口 を 開けて いる
176,a001,0933X,drinking,小さなプラコップがたくさん置かれたテーブルに、黒いカーテンをひかれた部屋,赤い帽子と赤いパーカを着た男性,小さなプラカップの中身を飲んでいる,True,小さな プラ カップ の 中身 を 飲んで いる
177,a001,0302Y,drinking,ワインがたくさん並んだ棚がある部屋,男性2人,ワイングラスで赤ワインを飲んでいる,True,ワイン グラス で 赤 ワイン を 飲んで いる
178,a001,0762C,drinking,部屋,女性,マグカップから飲み物を飲んでいる,True,マグカップ から 飲み物 を 飲んで いる
179,a001,0709C,drinking,部屋,女性,座椅子に座りながら飲み物を飲んでいる,True,座 椅子 に 座り ながら 飲み物 を 飲んで いる
180,a001,0703C,drinking,部屋,女性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
181,a001,0468C,drinking,屋内,スーツの男性,ビールを飲んでいる,True,ビール を 飲んで いる
182,a001,0076Y,drinking,屋外,赤いチェックのシャツを着た男性,コーラを飲んで投げた,True,コーラ を 飲んで 投げた
183,a001,0932X,drinking,黒いカーテンの前,帽子をかぶった男性,机に置かれたカップで飲み物を飲んでいる,True,机 に 置か れた カップ で 飲み物 を 飲んで いる
184,a001,0481C,drinking,飲食店,グレーのセーターを着た男性,クラスを持ってビールを飲んでいる,True,クラス を 持って ビール を 飲んで いる
185,a001,0523C,drinking,部屋,男性,コップで飲み物を飲んだ,True,コップ で 飲み物 を 飲んだ
186,a001,0924X,drinking,部屋,眼鏡の女の子,飲み物を飲んだ,True,飲み物 を 飲んだ
187,a001,0824C,drinking,白い壁の部屋,眼鏡をかけた男性,ペットボトルの飲み物を飲んでいる,True,ペットボトル の 飲み物 を 飲んで いる
188,a001,0263Y,drinking,公園や道路など色々な場面の屋外,白いシャツを着てあごひげをはやした男性,歩いている,True,歩いて いる
189,a001,0592C,drinking,部屋,眼鏡の男性,コップで飲み物を飲んでいる,True,コップ で 飲み物 を 飲んで いる
190,a001,0370C,drinking,部屋,男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
191,a001,0835C,drinking,部屋,茶色のダッフルコートを着て黒い帽子をかぶり、眼鏡をかけた男性,ペットボトルの飲料を飲んでいる,True,ペットボトル の 飲料 を 飲んで いる
192,a001,0681C,drinking,白い壁の部屋,ダークグレーのセーターを着た女性,温かいミルクティーのペットボトルを開けて飲んだ,True,温かい ミルク ティー の ペットボトル を 開けて 飲んだ
193,a001,0253Y,drinking,飲食店,ピアスをつけた人,グラスから飲み物を飲んでいる,True,グラス から 飲み物 を 飲んで いる
194,a001,0290Y,drinking,白い壁の部屋,頭の禿げた男性,ワインを飲んでいる,True,ワイン を 飲んで いる
195,a001,0628C,drinking,部屋,黒いティーシャツの男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
196,a001,0519C,drinking,部屋,男性,マグカップで飲み物を飲んでいる,True,マグカップ で 飲み物 を 飲んで いる
197,a001,0409C,drinking,屋外,男性,缶コーヒーを飲んだ,True,缶 コーヒー を 飲んだ
198,a001,0802C,drinking,部屋,眼鏡の男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
199,a001,0524C,drinking,部屋,男性,飲み物を飲んでいる,True,飲み物 を 飲んで いる
200,a001,0547C,drinking,障子のある和室,グレーの服を着た男性,ペットボトル飲料を飲んでいる,True,ペットボトル 飲料 を 飲んで いる
201,a001,0230Y,drinking,調理場,エプロンを着た男性,缶から飲み物を飲んでいる,True,缶 から 飲み物 を 飲んで いる
202,a001,0705C,drinking,白い壁の部屋,水色の長袖カットソーを着た髪の長い女性,床に座ってマグカップの飲み物を飲んでいる,True,床 に 座って マグカップ の 飲み物 を 飲んで いる
203,a001,0161Y,drinking,屋外,黒い服を着た男性,遠くを見つめている,True,遠く を 見つめて いる
204,a001,0319Y,drinking,レンガ張りの壁にビールの絵が掛けられた屋内,3人の男性,会話をしている,True,会話 を して いる
205,a001,0284Y,drinking,白い壁の部屋,柄のついた服を着ている女性,コップからストローで飲み物を飲んでいる,True,コップ から ストロー で 飲み物 を 飲んで いる
206,a001,0472C,drinking,室内,眼鏡をかけた男性,椅子に座ってビールを飲んでいる,True,椅子 に 座って ビール を 飲んで いる
