,Action_ID,Video_ID,label,place,person,action,is_original,wakati
24,a001,0033Y,drinking,部屋,金髪の子供,青いカップで飲み物を飲んでいる,True,青い カップ で 飲み物 を 飲んで いる
25,a001,0450C,drinking,部屋,男性,ペットボトルから飲み物を飲んでいる,True,ペットボトル から 飲み物 を 飲んで いる
26,a001,0539C,drinking,部屋,白いシャツの男性,立ちながらお酒を飲んでいる,True,立ち ながら お 酒 を 飲んで いる
27,a001,0283Y,drinking,屋内,赤い服を着た中年男性,赤ワインを飲んでいる,True,赤 ワイン を 飲んで いる
28,a001,0873C,drinking,屋外,グレーのダッフルコートを着ている男性,缶コーヒーを飲んだ,True,缶 コーヒー を 飲んだ
29,a001,0361Y,drinking,屋内,眼鏡の男性,ビールを飲んだ,True,ビール を 飲んだ
30,a001,0592C,drinking,ウッドブラインドのある部屋,眼鏡をした紺のジャージの男性,椅子に座って水を飲んでいる,True,椅子 に 座って 水 を 飲んで いる
31,a001,0392C,drinking,屋外,男性,缶コーヒーを飲んで蓋を閉めた,True,缶 コーヒー を 飲んで 蓋 を 閉めた
32,a001,0920X,drinking,屋内,緑の洋服の男性,飲み物を飲んだ,True,飲み物 を 飲んだ
33,a001,0313Y,drinking,屋外,チェックのシャツのを着ている男性,食事をしている,True,食事 を して いる
34,a001,0317Y,drinking,部屋,眼鏡の男性,缶からコップに飲み物を注いでいる,True,缶 から コップ に 飲み物 を 注いで いる
35,a001,0181Y,drinking,白いキッチン,赤いエプロンの女性,瓶から飲み物を飲んでいる,True,瓶 から 飲み物 を 飲んで いる
36,a001,0891X,drinking,白い壁の部屋,髪の長い女性,椅子に座ってビールを飲んでいる,True,椅子 に 座って ビール を 飲んで いる
37,a001,0578C,drinking,障子の引き戸がある部屋,ネイビーの上着を着て眼鏡をかけた男性,正座をしてペットボトルの飲料を飲んだ,True,正座 を して ペットボトル の 飲料 を 飲んだ
38,a001,0671C,drinking,屋外,グレーのパーカを着た眼鏡をかけた男性,ペットボトル飲料を右手に持って飲んでいる,True,ペットボトル 飲料 を 右手 に 持って 飲んで いる
39,a001,0298Y,drinking,白い壁の部屋,紫のティーシャツのひと,赤い飲み物を飲んでいる,True,赤い 飲み物 を 飲んで いる
40,a001,0759C,drinking,白い壁の部屋,髪を後ろで1つに束ねた女性,馬の絵が描かれたマグカップで飲み物を飲んだ,True,馬 の 絵 が 描か れた マグカップ で 飲み物 を 飲んだ
41,a001,0568C,drinking,部屋,男性,コップで飲み物を飲んでいる,True,コップ で 飲み物 を 飲んで いる
42,a001,0404C,drinking,屋外,コートを着た男性,缶コーヒを飲んでいる,True,缶 コーヒ を 飲んで いる
43,a001,0305Y,drinking,白い壁の部屋,赤い服を着た眼鏡をかけ髭を生やした男性,赤いテーブルクロスが敷かれたテーブルでワイングラスの赤ワインを飲んだ,True,赤い テーブル クロス が 敷か れた テーブル で ワイン グラス の 赤 ワイン を 飲んだ
44,a001,0934X,drinking,黒いカーテンのある部屋,赤い帽子をかぶった男性,カップに入った飲み物を飲んでいる,True,カップ に 入った 飲み物 を 飲んで いる
45,a001,0905X,drinking,白い壁の部屋,黄色の服の子供,椅子に座って飲み物を飲んでいる,True,椅子 に 座って 飲み物 を 飲んで いる
46,a001,0571C,drinking,こたつが置いてある室内,眼鏡をかけている男性,座ってコップの水を飲んでいる,True,座って コップ の 水 を 飲んで いる
47,a001,0746C,drinking,灰色のカーテンの部屋,髪を結んだ女性,座ってコップを口元に持っていっている,True,座って コップ を 口元 に 持って いって いる
48,a001,0703C,drinking,白い壁の部屋,水色の服を着た女性,座ってコップを口元に運んでいる,True,座って コップ を 口元 に 運んで いる
49,a001,0160Y,drinking,河原,眼鏡をかけた人,ペットボトルの蓋を開けている,True,ペットボトル の 蓋 を 開けて いる
50,a001,0386C,drinking,タイルが敷いてある屋外,ダッフルコートを着た男性,段差に座ってペットボトルを口元にあてている,True,段差 に 座って ペットボトル を 口元 に あてて いる
51,a001,0495C,drinking,襖のある部屋,シャツを着た男性,コップから飲み物を飲んでいる,True,コップ から 飲み物 を 飲んで いる
52,a001,0247Y,drinking,緑色の壁の部屋,帽子をかぶって眼鏡をかけた男性,隣にいる顔に黒い物をかぶった人を見ている,True,隣 に いる 顔 に 黒い 物 を かぶった 人 を 見て いる
53,a001,0219Y,drinking,屋外,帽子をかぶった女性,グリーンスムージーを飲みながら歩いている,True,グリーン スムージー を 飲み ながら 歩いて いる
54,a001,0322Y,drinking,屋外,白いティーシャツの男性,コーラゼロを飲んでいる,True,コーラ ゼロ を 飲んで いる
55,a001,0915X,drinking,バーのカウンター,緑の服を着た男性,小さいグラスの飲み物を飲んでいる,True,小さい グラス の 飲み物 を 飲んで いる
56,a001,0385C,drinking,公園,グレーのダッフルコートを着た男性,座って、缶に入った飲み物を飲んでいる,True,座って 、 缶 に 入った 飲み物 を 飲んで いる
57,a001,0765C,drinking,白い壁の部屋,女性,マグカップで飲み物を飲んでいる,True,マグカップ で 飲み物 を 飲んで いる
58,a001,0595C,drinking,部屋,男性,コップで水を飲んでいる,True,コップ で 水 を 飲んで いる
59,a001,0628C,drinking,白い壁の部屋,黒いティーシャツを着た人,紙コップを口元に持って行っている,True,紙 コップ を 口元 に 持って 行って いる
60,a001,0676C,drinking,部屋,ロングヘアの女性,床に座りながらペットボトルから飲み物を飲んだ,True,床 に 座り ながら ペットボトル から 飲み物 を 飲んだ
61,a001,0584C,drinking,室内,眼鏡をかけた男性,コップを口元に持って行っている,True,コップ を 口元 に 持って 行って いる
62,a001,0158Y,drinking,室内,黒い服を着た女性,ボトルを持っている,True,ボトル を 持って いる
63,a001,0089Y,drinking,室内,スーツを着た男性,ペットボトルを持ちながら話している,True,ペットボトル を 持ち ながら 話して いる
64,a001,0041Y,drinking,窓のある部屋,白い服を着た女性,椅子に座ってコップに入った飲み物を飲んでいる,True,椅子 に 座って コップ に 入った 飲み物 を 飲んで いる
65,a001,0307Y,drinking,キッチン,3人の男性,ワイングラスに入った飲み物を飲んでいる,True,ワイン グラス に 入った 飲み物 を 飲んで いる
66,a001,0907X,drinking,白い壁の部屋,黄色の服を着た子ども,座ってコップで飲み物を飲んでいる,True,座って コップ で 飲み物 を 飲んで いる
67,a001,0041Y,drinking,部屋,3人の男女,椅子に座っている,True,椅子 に 座って いる
68,a001,0627C,drinking,白い壁がある部屋,黒いティーシャツを着た男性,紙コップで飲み物を飲んだ,True,紙 コップ で 飲み物 を 飲んだ
69,a001,0093Y,drinking,部屋,金髪の男性,コップから飲み物を飲んだ,True,コップ から 飲み物 を 飲んだ
70,a001,0391C,drinking,市松模様の床になっている公園,フード付きコートを着ている男性,手に持っている缶の飲み物を飲んでいた,True,手 に 持って いる 缶 の 飲み物 を 飲んで いた
71,a001,0329Y,drinking,部屋,眼鏡の女性,コップで飲み物を飲んだ,True,コップ で 飲み物 を 飲んだ
72,a001,0168Y,drinking,屋内,男の子,口に飲み物をあてながら寝ている,True,口 に 飲み物 を あて ながら 寝て いる
73,a001,0260Y,drinking,室内,眼鏡をかけた男性,ナプキンで口元を拭いている,True,ナプキン で 口元 を 拭いて いる
74,a001,0757C,drinking,白い壁の部屋,髪を結んだ人,コップを口元に持っていっている,True,コップ を 口元 に 持って いって いる
75,a001,0116Y,drinking,白い壁の部屋,若い男の子4人,ソファに座ってふざけている,True,ソファ に 座って ふざけて いる
76,a001,0768C,drinking,白い壁の部屋,女性,床に座ってマグカップで飲み物を飲んでいる,True,床 に 座って マグカップ で 飲み物 を 飲んで いる
77,a001,0365C,drinking,白い壁の部屋,黒い服を着た男性,椅子に座ってペットボトルで飲み物を飲んでいる,True,椅子 に 座って ペットボトル で 飲み物 を 飲んで いる
78,a001,0279Y,drinking,白い壁のキッチン,黒いエプロンの男性,ワインを飲んでいる,True,ワイン を 飲んで いる
79,a001,0082Y,drinking,白い壁の部屋,上半身に毛布を巻いた女性,ソファに座ってコップを口元に持っていっている,True,ソファ に 座って コップ を 口元 に 持って いって いる
80,a001,0410C,drinking,公園,眼鏡のキャメルのコートの男性,ベンチに座ってコーヒーを飲んでいる,True,ベンチ に 座って コーヒー を 飲んで いる
81,a001,0590C,drinking,ブラインドのある部屋,眼鏡をかけたおじいさん,コップの水を飲んでいる,True,コップ の 水 を 飲んで いる
82,a001,0883Z,drinking,白い壁の部屋,グレーのニットを着た男性,猫を抱きながら赤ワインを飲んだ,True,猫 を 抱き ながら 赤 ワイン を 飲んだ
83,a001,0678C,drinking,部屋,女性,床に座ってペットボトルから飲み物を飲んだ,True,床 に 座って ペットボトル から 飲み物 を 飲んだ
84,a001,0723C,drinking,部屋,女性,白い椅子に座ってマグカップから飲み物を飲んでいる,True,白い 椅子 に 座って マグカップ から 飲み物 を 飲んで いる
85,a001,0271Y,drinking,屋外,4人の男性,ベンチに座っている,True,ベンチ に 座って いる
86,a001,0537C,drinking,部屋,白いシャツを着た男性,コップを回して飲み物を飲んでいる,True,コップ を 回して 飲み物 を 飲んで いる
87,a001,0163Y,drinking,部屋,黒のティーシャツの男性,コーラを飲んだ,True,コーラ を 飲んだ
88,a001,0624C,drinking,部屋,坊主頭の男性,缶から飲み物を飲んだ,True,缶 から 飲み物 を 飲んだ
89,a001,0829C,drinking,キッチン,眼鏡の男性,マグカップから飲み物を飲んでいる,True,マグカップ から 飲み物 を 飲んで いる
90,a001,0168Y,drinking,屋内,小さな男の子,ベッドの上で、哺乳瓶をくわえて座りながらうたた寝をしている,True,ベッド の 上 で 、 哺乳 瓶 を くわえて 座り ながら うたた寝 を して いる
91,a001,0697C,drinking,部屋,パーカのフードをかぶった眼鏡の男性,ソファに座りながらマグカップで飲み物を飲んでいる,True,ソファ に 座り ながら マグカップ で 飲み物 を 飲んで いる
92,a001,0364C,drinking,公園,グレーのダッフルコートを着た男性,ブランコに座りながら缶コーヒーを飲んでいる,True,ブランコ に 座り ながら 缶 コーヒー を 飲んで いる
93,a001,0326Y,drinking,背景が黒い部屋,女性,ショットグラスをもって飲み物を飲んでいる,True,ショット グラス を もって 飲み物 を 飲んで いる
94,a001,0277Y,drinking,額が掛けてある白い壁の室内,髪を後ろで1つに縛った女性と髪を下ろしている女性,コップに入ったストロー付きの飲み物を交換して飲んでいる,True,コップ に 入った ストロー 付き の 飲み物 を 交換 して 飲んで いる
95,a001,0641C,drinking,道路,黒い服を着た人,ペットボトルを口にあてている,True,ペットボトル を 口 に あてて いる
96,a001,0918X,drinking,薄暗いバー,緑のパーカの男性,お酒を飲んだ,True,お 酒 を 飲んだ
97,a001,0284Y,drinking,部屋,2人の女性,ストローで飲み物を飲んでいる,True,ストロー で 飲み物 を 飲んで いる
98,a001,0324Y,drinking,屋内,黒いレザーの上着を着た男性,瓶に入った酒を一気飲みした,True,瓶 に 入った 酒 を 一気 飲み した
99,a001,0017Y,drinking,室内,白い服を着た女性,歯を見せている,True,歯 を 見せて いる
100,a001,0215Y,drinking,屋外,ニット帽をかぶった2人の男性,椅子に座って話している,True,椅子 に 座って 話して いる
101,a001,0179Y,drinking,屋内,眼鏡の男性,カップで飲み物を飲んでいる,True,カップ で 飲み物 を 飲んで いる
102,a001,0143Y,drinking,黄色い壁に絵が3枚はってある室内,青いティーシャツをきて黒髪の女の子,飲み物を飲んでむせている,True,飲み物 を 飲んで むせて いる
103,a001,0235Y,drinking,キッチン,女性,カップの中身をスプーンですくった,True,カップ の 中身 を スプーン で すくった
104,a001,0909X,drinking,黒い壁の前,金髪の女性,牛乳を飲んでいる,True,牛乳 を 飲んで いる
105,a001,0323Y,drinking,ラウンジバー,髭を生やして紫のシャツを着た男性,口を開けている,True,口 を 開けて いる
106,a001,0933X,drinking,小さなプラコップがたくさん置かれたテーブルに、黒いカーテンをひかれた部屋,赤い帽子と赤いパーカを着た男性,小さなプラカップの中身を飲んでいる,True,小さな プラ カップ の 中身 を 飲んで いる
107,a001,0302Y,drinking,ワインがたくさん並んだ棚がある部屋,男性2人,ワイングラスで赤ワインを飲んでいる,True,ワイン グラス で 赤 ワイン を 飲んで いる
108,a001,0709C,drinking,部屋,女性,座椅子に座りながら飲み物を飲んでいる,True,座 椅子 に 座り ながら 飲み物 を 飲んで いる
109,a001,0076Y,drinking,屋外,赤いチェックのシャツを着た男性,コーラを飲んで投げた,True,コーラ を 飲んで 投げた
110,a001,0932X,drinking,黒いカーテンの前,帽子をかぶった男性,机に置かれたカップで飲み物を飲んでいる,True,机 に 置か れた カップ で 飲み物 を 飲んで いる
111,a001,0481C,drinking,飲食店,グレーのセーターを着た男性,クラスを持ってビールを飲んでいる,True,クラス を 持って ビール を 飲んで いる
112,a001,0263Y,drinking,公園や道路など色々な場面の屋外,白いシャツを着てあごひげをはやした男性,歩いている,True,歩いて いる
113,a001,0835C,drinking,部屋,茶色のダッフルコートを着て黒い帽子をかぶり、眼鏡をかけた男性,ペットボトルの飲料を飲んでいる,True,ペットボトル の 飲料 を 飲んで いる
114,a001,0681C,drinking,白い壁の部屋,ダークグレーのセーターを着た女性,温かいミルクティーのペットボトルを開けて飲んだ,True,温かい ミルク ティー の ペットボトル を 開けて 飲んだ
115,a001,0253Y,drinking,飲食店,ピアスをつけた人,グラスから飲み物を飲んでいる,True,グラス から 飲み物 を 飲んで いる
116,a001,0547C,drinking,障子のある和室,グレーの服を着た男性,ペットボトル飲料を飲んでいる,True,ペットボトル 飲料 を 飲んで いる
117,a001,0230Y,drinking,調理場,エプロンを着た男性,缶から飲み物を飲んでいる,True,缶 から 飲み物 を 飲んで いる
118,a001,0705C,drinking,白い壁の部屋,水色の長袖カットソーを着た髪の長い女性,床に座ってマグカップの飲み物を飲んでいる,True,床 に 座って マグカップ の 飲み物 を 飲んで いる
119,a001,0161Y,drinking,屋外,黒い服を着た男性,遠くを見つめている,True,遠く を 見つめて いる
120,a001,0319Y,drinking,レンガ張りの壁にビールの絵が掛けられた屋内,3人の男性,会話をしている,True,会話 を して いる
121,a001,0284Y,drinking,白い壁の部屋,柄のついた服を着ている女性,コップからストローで飲み物を飲んでいる,True,コップ から ストロー で 飲み物 を 飲んで いる
122,a001,0854C,drinking,炬燵の置いてある部屋,眼鏡をかけた男性,座ってペットボトルから飲み物を飲んでいる,True,座って ペットボトル から 飲み物 を 飲んで いる
123,a001,0920X,drinking,室内,緑色の服を着た男性,グラスに入った飲み物を飲んでいる,True,グラス に 入った 飲み物 を 飲んで いる
124,a001,0228Y,drinking,スーパー,男性,マイクスタンドで歌っている,True,マイク スタンド で 歌って いる
125,a001,0134Y,drinking,小窓のある洗面所,黒い服を着た男性,コーラを飲んで立ち上がっている,True,コーラ を 飲んで 立ち 上がって いる
126,a001,0093Y,drinking,ロフトベッドのある部屋,裸の男性,ドリンクを飲んでいる,True,ドリンク を 飲んで いる
127,a001,0364C,drinking,公園,ダッフルコートの男性,ブランコで缶コーヒーを飲んでいる,True,ブランコ で 缶 コーヒー を 飲んで いる
128,a001,0785C,drinking,室内,灰色のセーターを着た男性,椅子に座ってコップを口元に持っていっている,True,椅子 に 座って コップ を 口元 に 持って いって いる
129,a001,0464C,drinking,白い壁の部屋,黒い服の男性,ソファでペットボトル飲料を飲んでいる,True,ソファ で ペットボトル 飲料 を 飲んで いる
130,a001,0873C,drinking,石の塊のある屋外,ダッフルコートの男性,石に座って缶コーヒーを飲んでいる,True,石 に 座って 缶 コーヒー を 飲んで いる
131,a001,0317Y,drinking,たくさんの酒が置かれたキッチン,黒いプリントティーシャツを着た男性,グラスに酒を注いでいる,True,グラス に 酒 を 注いで いる
132,a001,0640C,drinking,公園の路上,グレーのパーカを着た男性,ペットボトルの液体を飲んでいる,True,ペットボトル の 液体 を 飲んで いる
133,a001,0123Y,drinking,屋外,白いティーシャツを着た女性,インタビューをされている,True,インタビュー を さ れて いる
134,a001,0255Y,drinking,結婚式の準備がされた屋外,新郎新婦,銀色の小さいコップで何かを飲んでいる,True,銀色 の 小さい コップ で 何 か を 飲んで いる
135,a001,0323Y,drinking,室内,ネクタイをしている男性,グラスの飲み物を飲んでいる,True,グラス の 飲み物 を 飲んで いる
136,a001,0390C,drinking,屋外,ダッフルコートを着た男性,座って缶コーヒーを飲んでいる,True,座って 缶 コーヒー を 飲んで いる
137,a001,0381C,drinking,屋外,グレーのダッフルコートを着た男性,缶コーヒーを飲んでいる,True,缶 コーヒー を 飲んで いる
138,a001,0350Y,drinking,白い壁紙のリビング,女性2人,ドリンクを飲みながら画面に話しかけている,True,ドリンク を 飲み ながら 画面 に 話し かけて いる
139,a001,0499C,drinking,壁が木目調の部屋,灰色のシャツを着た男性,グラスに入った酒を飲んでいる,True,グラス に 入った 酒 を 飲んで いる
140,a001,0429C,drinking,畳の上にダンボール箱が積み重ねられた和室,黒いシャツに赤いパーカを着て眼鏡をかけた男性,丸めた茶色い布団にもたれかかり、手元にカラムーチョの袋を置いてペットボトル飲料を飲んでいる,True,丸めた 茶色い 布団 に もたれ かかり 、 手元 に カラムーチョ の 袋 を 置いて ペットボトル 飲料 を 飲んで いる
141,a001,0133Y,drinking,白い壁の部屋,赤い服を着た赤い髪の男性,紙コップで飲み物を飲んでいる,True,紙 コップ で 飲み物 を 飲んで いる
142,a001,0718C,drinking,白い壁の部屋,紺色の服を着た女性,椅子に座り飲み物を飲んでいる,True,椅子 に 座り 飲み物 を 飲んで いる
143,a001,0847C,drinking,木目調の壁の部屋,紫の服を着た男性,座ってコップの飲み物を飲んでいる,True,座って コップ の 飲み物 を 飲んで いる
144,a001,0355Y,drinking,白い壁の室内,眼鏡をかけた女性,笑っている,True,笑って いる
145,a001,0511C,drinking,白いソファのある部屋,黒い服を着た男性,白いソファに仰向けになって飲み物を飲んでいる,True,白い ソファ に 仰向け に なって 飲み物 を 飲んで いる
146,a001,0894X,drinking,室内,ボーダーの服の女性,瓶ビールを飲んでいる,True,瓶 ビール を 飲んで いる
147,a001,0679C,drinking,ドアが半分開いた白い壁の部屋,黒い長袖ニットを着た髪の長い女性,床に座り、ペットボトルの紅茶を飲んでいる,True,床 に 座り 、 ペットボトル の 紅茶 を 飲んで いる
148,a001,0352Y,drinking,白い壁紙のリビング,目出し帽をかぶった男性,座って説明をしている,True,座って 説明 を して いる
149,a001,0265Y,drinking,マグネットがたくさん貼られた冷蔵庫がある室内,ピンク色のシャツを着て眼鏡をかけた女性,オレンジ色のペットボトル飲料を飲み、話をしている,True,オレンジ色 の ペットボトル 飲料 を 飲み 、 話 を して いる
150,a001,0814C,drinking,茶色の壁の部屋,眼鏡をかけて帽子をかぶった男性,ペットボトルの蓋を開けて飲み物を飲んでいる,True,ペットボトル の 蓋 を 開けて 飲み物 を 飲んで いる
151,a001,0213Y,drinking,飲食店,眼鏡をかけたスキンヘッドの男性,椅子に座って机の上でコップから飲み物を飲んでいる,True,椅子 に 座って 机 の 上 で コップ から 飲み物 を 飲んで いる
152,a001,0434C,drinking,段ボールが積まれた畳の部屋,眼鏡をかけた赤いフード付きの長袖を着た男性,胡坐をかいてペットボトルの水を飲んでいる,True,胡坐 を かいて ペットボトル の 水 を 飲んで いる
153,a001,0365C,drinking,雑然とした部屋,黒い長袖から、シャツの襟をだした男性,椅子に座ってペットボトルの水を飲んでいる,True,椅子 に 座って ペットボトル の 水 を 飲んで いる
154,a001,0868C,drinking,窓から屋外の光が差し込む部屋,茶色いダッフルコートを着て、眼鏡をかけた男性,1.5リットル入りの午後の紅茶をラッパ飲みしている,True,1 . 5 リットル 入り の 午後 の 紅茶 を ラッパ 飲み して いる
155,a001,0736C,drinking,カーテンがしまっている部屋,髪をアップにしている女性,床に座って飲み物を飲んでいる,True,床 に 座って 飲み物 を 飲んで いる
156,a001,0067Y,drinking,店内,ブロンドの女性と男性,黄緑色の液体を乾杯して飲んでいる,True,黄緑 色 の 液体 を 乾杯 して 飲んで いる
157,a001,0504C,drinking,障子のある部屋,黒いシャツを着た男性,ソファに座ってマグカップで飲み物を飲んでいる,True,ソファ に 座って マグカップ で 飲み物 を 飲んで いる
158,a001,0438C,drinking,和室,黒いティーシャツを着た眼鏡の男性,ペットボトルから飲み物を飲んだ,True,ペットボトル から 飲み物 を 飲んだ
159,a001,0228Y,drinking,スーパー,黒いスーツの男性,マイクを持って歌っている,True,マイク を 持って 歌って いる
160,a001,0164Y,drinking,外国人記者クラブ,山本太郎,椅子に座って水を飲んだ,True,椅子 に 座って 水 を 飲んだ
161,a001,0824C,drinking,梯子のある白い壁の部屋,眼鏡の男性,梯子に腰掛けながら飲み物を飲んだ,True,梯子 に 腰掛け ながら 飲み物 を 飲んだ
162,a001,0207Y,drinking,キッチン,2人の男性,タッパーの中身を食べている,True,タッパー の 中身 を 食べて いる
163,a001,0106Y,drinking,ポスターが貼ってあるドアのある白い壁の部屋,白と黄色の服を着た黒髪の女性,ベッドに座って缶の飲み物を飲んでいる,True,ベッド に 座って 缶 の 飲み物 を 飲んで いる
164,a001,0708C,drinking,茶色い木のフローリングの白い壁の部屋,水色の服を着た黒髪の女性,床に座ってコップで飲み物を飲んでいる,True,床 に 座って コップ で 飲み物 を 飲んで いる
165,a001,0797C,drinking,白い壁の部屋,眼鏡の男性,座ってペットボトルから飲み物を飲んだ,True,座って ペットボトル から 飲み物 を 飲んだ
166,a001,0494C,drinking,茶色い壁の部屋,灰色の服を着た黒髪の男性,座って透明なグラスで飲み物を飲んでいる,True,座って 透明な グラス で 飲み物 を 飲んで いる
167,a001,0015Y,drinking,白い壁の部屋,2人の男性,向かい合いながら話している,True,向かい合い ながら 話して いる
168,a001,0186Y,drinking,漫画の壁の部屋,マグカップを持っている2人の男女,並んで座っている,True,並んで 座って いる
169,a001,0328Y,drinking,屋内,白のコックコートを着た男性,持っているボトルのワインを直接飲んだ,True,持って いる ボトル の ワイン を 直接 飲んだ
170,a001,0365C,drinking,窓のある部屋,髭の生えた男性,椅子に座りながらペットボトルから飲み物を飲んでいる,True,椅子 に 座り ながら ペットボトル から 飲み物 を 飲んで いる
171,a001,0883Z,drinking,白い壁の部屋,灰色のセーターを着た男性,猫を抱きかかえながらコップで飲み物を飲んでいる,True,猫 を 抱きかかえ ながら コップ で 飲み物 を 飲んで いる
172,a001,0398C,drinking,木が生えている屋外,ダッフルコートを着た男性,石の上に座って缶コーヒーを飲んでいる,True,石 の 上 に 座って 缶 コーヒー を 飲んで いる
173,a001,0148Y,drinking,薄暗い部屋の一角,2人の男性,テーブルの前に座り、ペットボトル入りのコーラを飲みながら会話をしている,True,テーブル の 前 に 座り 、 ペットボトル 入り の コーラ を 飲み ながら 会話 を して いる
174,a001,0315Y,drinking,白い壁のキッチン,黒いティーシャツの男性,卵を飲んでいる,True,卵 を 飲んで いる
175,a001,0134Y,drinking,白い壁の部屋,黒いポロシャツを着た男性,ペットボトルで飲み物を飲んでいる,True,ペットボトル で 飲み物 を 飲んで いる
176,a001,0602C,drinking,緑のカーテンの部屋,黒い服の男性,缶の飲み物を飲んでいる,True,缶 の 飲み物 を 飲んで いる
177,a001,0919X,drinking,室内のバーのような場所,緑のパーカを着た男性,テーブルに並べられているショットグラスの中身を飲み干している,True,テーブル に 並べ られて いる ショット グラス の 中身 を 飲み干して いる
178,a001,0590C,drinking,白い壁の部屋,紺色のジャージを着て眼鏡をかけた初老の男性,ブラインドがかかった窓の前で椅子に座り水を飲んでいる,True,ブラインド が かかった 窓 の 前 で 椅子 に 座り 水 を 飲んで いる
179,a001,0295Y,drinking,緑色のソファのある白い壁の部屋,赤い服を着た黒髪の男性,ギターを弾いている,True,ギター を 弾いて いる
180,a001,0029Y,drinking,にぎやかな壁の部屋,黒髪のロングヘアの女性,ストローで飲み物を飲んだ,True,ストロー で 飲み物 を 飲んだ
181,a001,0904X,drinking,白い壁の部屋,黄色い服を着た幼児,椅子に座ってコップで飲み物を飲んでいる,True,椅子 に 座って コップ で 飲み物 を 飲んで いる
182,a001,0522C,drinking,屋内,白いワイシャツを来た男性,黄色いマグカップで飲物を飲んでいる,True,黄色い マグカップ で 飲物 を 飲んで いる
183,a001,0009Y,drinking,木とフェンスのある屋外,水色の服の黒髪の女性,黒い液体の入ったコップにストローを使い息を吹いた,True,黒い 液体 の 入った コップ に ストロー を 使い 息 を 吹いた
184,a001,0240Y,drinking,室内,眼鏡をかけて髭を生やした男性,グラスで飲み物を飲んでいる,True,グラス で 飲み物 を 飲んで いる
185,a001,0783C,drinking,茶色の勉強机のある部屋,緑色のパーカを着て眼鏡を掛けた黒髪の男性,こたつの前に座りマグカップから飲み物を飲んでいる,True,こたつ の 前 に 座り マグカップ から 飲み物 を 飲んで いる
186,a001,0818C,drinking,白い壁の部屋,ダッフルコートを着た男性,マグカップで何かを飲んでいる,True,マグカップ で 何 か を 飲んで いる
